fid,OBJECTID,sisid,sci_name,presence,origin,seasonal,source,compiler,yrcompiled,data_sens,sens_comm,dist_comm,tax_comm,generalisd,version,yrmodified,citation,Shape_Length,Shape_Area
"1301","3721","22687893",Heliangelus exortis,"1","1","1","Ridgely, 2002","NatureServe, 2002","2016","0",, , ,"0","2022.1",2002,BirdLife International and Handbook of the Birds of the World,29.7470995040535,5.21742025904899
"1304","3724","22695051",Helicolestes hamatus,"1","1","1","Ridgely, 2002","Rob Martin (BirdLife International), NatureServe, 2002","2020","0",, ,Formerly placed in the genus Rostrhamus.,"0","2022.1",2013,BirdLife International and Handbook of the Birds of the World,216.83685467354,194.014686596835
"1305","3725","22687715",Heliodoxa imperatrix,"1","1","1","Ridgely, 2002","TNC-Wings, 1999; NatureServe, 2002","2016","0",, , ,"0","2022.1",2002,BirdLife International and Handbook of the Birds of the World,12.7297763227974,1.79474218593772
"1307","3727","22687890",Heliangelus strophianus,"1","1","1","Ridgely, 2002","TNC-Wings, 1999; NatureServe, 2002","2016","0",, , ,"0","2022.1",2002,BirdLife International and Handbook of the Birds of the World,7.54723210795997,0.776586918139411
"1308","3728","22687731",Heliodoxa aurescens,"1","1","1","Ridgely, 2002","NatureServe, 2002","2016","0",, , ,"0","2022.1",2002,BirdLife International and Handbook of the Birds of the World,87.5968566146567,294.489943811545
"1309","3729","22687725",Heliodoxa branickii,"1","1","1","Ridgely, 2002; Young, 2007","TNC-Wings, 1999; NatureServe, 2007","2016","0",, , ,"0","2022.1",2007,BirdLife International and Handbook of the Birds of the World,24.5133627120964,10.4905792739185
"1313","3733","22687740",Heliodoxa jacula,"1","1","1","Stiles and Skutch, 1989; Ridgely and Gwynne, 1989; Zook, 2002; Hilty & Brown, 1986","Rob Martin (BirdLife International), NatureServe, 2002","2016","0",, , ,"0","2022.1",2014,BirdLife International and Handbook of the Birds of the World,54.4830553817422,5.19593055670427
"1314","3734","22687743",Heliodoxa leadbeateri,"1","1","1","Ridgley, 2003; del hoyo et al, 1999; Ridgely, 2002","NatureServe, 2002","2018","0",, , ,"0","2022.1",2007,BirdLife International and Handbook of the Birds of the World,108.850429185666,33.7385592338926
"1315","3735","22687737",Heliodoxa rubinoides,"1","1","1","Ridgely, 2002","NatureServe, 2002","2016","0",, , ,"0","2022.1",2002,BirdLife International and Handbook of the Birds of the World,75.1028019839262,16.6438479203492
"1316","3741","45450140",Heliodoxa schreibersii,"1","1","1","Ridgely & Greenfield, 2001; Ridgely, 2002; Schulenberg et al, 2007; McMullan et al, 2010","Joe Taylor (BirdLife International); TNC-Wings, 1999; NatureServe, 2002","2016","0",, , ,"0","2022.1",2013,BirdLife International and Handbook of the Birds of the World,38.6966512443193,57.9664417366361
"1317","3742","45450143",Heliodoxa whitelyana,"1","1","1","Schulenberg et al, 2007",Joe Taylor (BirdLife International),"2016","0",, , ,"0","2022.1",2013,BirdLife International and Handbook of the Birds of the World,9.99601108818062,2.2540252091503
"1318","3743","22687718",Heliodoxa xanthogonys,"1","1","1","Barrowclough et al, 1995; Ridgely, 2002; Hilty, 2003; Restall et al, 2006; van Perlo, 2009","NatureServe, 2002; Lynda Donaldson (BirdLife International)","2016","0",, , ,"0","2022.1",2013,BirdLife International and Handbook of the Birds of the World,29.809713471607,18.1251867747163
"1319","3744","22688135",Heliomaster constantii,"1","1","1","Howell and Webb, 1995; Stiles and Skutch, 1989; Zook, 2002","NatureServe, 2002; Joe Taylor (BirdLife International)","2021","0",, , ,"0","2022.1",2013,BirdLife International and Handbook of the Birds of the World,112.491571090681,43.6721547008806
"1320","3749","22686192",Pionus senilis,"1","1","1","Howell and Webb, 1995; Stiles and Skutch, 1989; Ridgely and Gwynne, 1989; Zook, 2002","NatureServe, 2002","2016","0",, , ,"0","2022.1",2002,BirdLife International and Handbook of the Birds of the World,99.5282320591126,38.8468597079389
"1321","3750","22688144",Heliomaster furcifer,"1","1","1","Valadao et al, 2006; Ridgely, 2002; van Perlo,  2009; Bessa et al, 2011; Macarrao et al, 2011","WWF-US, 2000; NatureServe, 2002; Lynda Donaldson; Joe Taylor (BirdLife International)","2018","0",, , ,"0","2022.1",2013,BirdLife International and Handbook of the Birds of the World,96.8273387018766,262.762778574066
"1322","3752","22688138",Heliomaster longirostris,"1","1","1","Howell and Webb, 1995","NatureServe, 2002","2021","0",, , ,"0","2022.1",2002,BirdLife International and Handbook of the Birds of the World,30.0572273196612,3.62480054972326
"1323","3753","22688138",Heliomaster longirostris,"1","1","1","Howell and Webb, 1995","WWF-US, 2000; NatureServe, 2002","2021","0",, , ,"0","2022.1",2002,BirdLife International and Handbook of the Birds of the World,31.9872229734271,4.96914630939587
"1324","3754","22688138",Heliomaster longirostris,"1","1","1","Howell and Webb, 1995","WWF-US, 2000; NatureServe, 2002","2021","0",, , ,"0","2022.1",2002,BirdLife International and Handbook of the Birds of the World,344.208982027766,671.676637397
"1325","3756","22688141",Heliomaster squamosus,"1","1","1","Ridgely, 2002","WWF-US, 2000; NatureServe, 2002","2016","0",, , ,"0","2022.1",2002,BirdLife International and Handbook of the Birds of the World,52.7358117432695,128.374453126581
"1326","3758","22696267",Herpetotheres cachinnans,"1","1","1","Ridgley, 2003; del Hoyo et al, 1994; Ferguson-Lees, 2005; Rodriguez et al, 2006; Ridgely, 2002; van Perlo, 2009; Urbina-Torres, 2000","Rob Martin (BirdLife International), WWF-US, 2000; NatureServe, 2002","2020","0",, , ,"0","2022.1",2014,BirdLife International and Handbook of the Birds of the World,630.421500072076,1108.35198916969
"1327","3760","22679833",Heteronetta atricapilla,"1","1","1","Ridgely, 2002","NatureServe, 2002","2016","0",, , ,"0","2022.1",2006,BirdLife International and Handbook of the Birds of the World,117.751151963071,187.39478615769
"1328","3761","22692192",Heliornis fulica,"1","1","1","Ridgely, 2002; Howell and Webb, 1995; Stiles and Skutch, 1989; Ridgely and Gwynne, 1989; Zook, 2002; Ridgely, 2002","WWF-US, 2000; NatureServe, 2002","2020","0",, , ,"0","2022.1",2007,BirdLife International and Handbook of the Birds of the World,424.848303817091,728.117709305613
"1329","3762","22688111",Heliothryx auritus,"1","1","1","Ridgely, 2002","WWF-US, 2000; NatureServe, 2002","2016","0",, ,Name changed from Heliothryx aurita for gender agreement (AOU 2004).,"0","2022.1",2002,BirdLife International and Handbook of the Birds of the World,228.597850472561,565.642545237875
"1330","3763","22688108",Heliothryx barroti,"1","1","1","Howell and Webb, 1995; Stiles and Skutch, 1989; Ridgely and Gwynne, 1989; Zook, 2002; Ridgely, 2002","NatureServe, 2002","2018","0",, , ,"0","2022.1",2002,BirdLife International and Handbook of the Birds of the World,1.88446725095834,0.1293342280184
"1331","3764","22688108",Heliothryx barroti,"1","1","1","Howell and Webb, 1995; Stiles and Skutch, 1989; Ridgely and Gwynne, 1989; Zook, 2002; Ridgely, 2002","NatureServe, 2002","2018","0",, , ,"0","2022.1",2002,BirdLife International and Handbook of the Birds of the World,163.657032950513,40.4815727807444
"1332","3785","22694072",Hoploxypterus cayanus,"1","1","1","NatureServe, 2002","NatureServe, 2002","2016","0",, , ,"0","2022.1",2002,BirdLife International and Handbook of the Birds of the World,252.382096227519,949.967481877955
"1333","3791","22689823",Hydropsalis cayennensis,"1","1","1","Schmitt & Schmitt, 1990; Raffaele et al., 1998; Holyoak, 2001; Ridgely & Greenfield, 2001; Restall, 2006","NatureServe, 2002; Lynda Donaldson (BirdLife International)","2020","0",, , ,"0","2022.1",2013,BirdLife International and Handbook of the Birds of the World,198.581157901948,125.303331984353
"1334","3792","22690029",Hydropsalis climacocerca,"1","1","1","Ridgely, 2002","NatureServe, 2002","2016","0",, , ,"0","2022.1",2002,BirdLife International and Handbook of the Birds of the World,110.490523312744,479.502742690533
"1335","3793","22689847",Hydropsalis maculicaudus,"1","1","2","Howell and Webb, 1995","NatureServe, 2002","2020","0",, , ,"0","2022.1",2002,BirdLife International and Handbook of the Birds of the World,29.7117280905079,8.76511309266809
"1336","3794","22689847",Hydropsalis maculicaudus,"1","1","1","Ridgely, 2002; Lowen et al, 1997; del Hoyo et al, 1999; Schulemberg et al, 2007; Johnston-González et al, 2008; Bodrati & Areta, 2010; Harvey et al, 2011; Schunck et al, 2011;","NatureServe, 2002; Lynda Donaldson (BirdLife International)","2020","0",, , ,"0","2022.1",2013,BirdLife International and Handbook of the Birds of the World,235.414969998634,274.664219598736
"1337","3795","22690032",Hydropsalis torquata,"1","1","1","Ridgley, 2003, del Hoyo et al, 1999; Cleere & Nurney, 1998; Ridgely, 2002; Holyoak, 2001; Schunck et al, 2011","WWF-US, 2000; NatureServe, 2002; Lynda Donaldson (BirdLife International)","2016","0",, , ,"0","2022.1",2013,BirdLife International and Handbook of the Birds of the World,181.616557740181,681.816951668389
"1338","3796","22726497",Hylatomus fuscipennis,"1","1","1","Ridgley, 2003, del Hoyo et al 2001, Winkler et al 1995; Ridgely, 2002; Schulenberg et al. 2007","Rob Martin (BirdLife International), WWF-US, 2000; NatureServe, 2002","2016","0",, , ,"0","2022.1",2014,BirdLife International and Handbook of the Birds of the World,31.7031572604176,8.31013141969921
"1339","3801","22696229",Ibycter americanus,"5","1","1","Ridgely, 2002","TNC-Wings, 1999; NatureServe, 2002","2020","0",, , ,"0","2022.1",2002,BirdLife International and Handbook of the Birds of the World,33.8183687628705,8.94539957446875
"1340","3802","22696229",Ibycter americanus,"1","1","1","Ridgely and Gwynne, 1989; Zook, 2002; Ridgely, 2002; Garrigues & Dean, 2007; Narish & Jenner, 2004","Rob Martin (BirdLife International), TNC-Wings, 1999; NatureServe, 2002","2020","0",, , ,"0","2022.1",2014,BirdLife International and Handbook of the Birds of the World,248.850308270406,663.226077402749
"1341","3804","22701349",Pygiptila stellaris,"1","1","1","Ridgely, 2002; Schulenberg et al, 2010; Hilty et al, 2003; eBird; Robbins et al, 2007","NatureServe, 2002; Hannah Wheatley (BirdLife International)","2016","0",, , ,"0","2022.1",2015,BirdLife International and Handbook of the Birds of the World,162.784777146646,383.278128425088
"1343","3808","22698543",Hydrobates markhami,"1","1","1","NatureServe, 2002","NatureServe, 2002; Rob Martin (BirdLife International)","2019","0",, , ,"0","2022.1",2013,BirdLife International and Handbook of the Birds of the World,203.549863532126,1005.24976226365
"1345","3812","22698557",Hydrobates melania,"1","1","3","Poole and Gill, 1992-2002; Carboneras, 1992","NatureServe, 2005","2020","0",, , ,"0","2022.1",2005,BirdLife International and Handbook of the Birds of the World,295.673814828681,657.325812739614
"1346","3815","22698485",Hydrobates microsoma,"1","1","1","Carboneras, 1992; Sibley, 2000; Ridgely, 2002","NatureServe, 2002; Joe Taylor (BirdLife International)","2018","0",, , ,"0","2022.1",2013,BirdLife International and Handbook of the Birds of the World,232.984335223682,219.144953959152
"1348","3822","22698477",Hydrobates pelagicus,"1","1","1","del Hoyo et al. 1992; Onley & Schofield, 2007",Rob Martin (BirdLife International),"2018","0",, , ,"0","2022.1",2015,BirdLife International and Handbook of the Birds of the World,1363.00049817368,4798.37275690515
"1349","3824","22698496",Hydrobates tethys,"1","1","1","Howell and Webb, 1995; Carboneras, 1992; Ridgely, 2002","NatureServe, 2002; Joe Taylor (BirdLife International)","2018","0",, , ,"0","2022.1",2013,BirdLife International and Handbook of the Birds of the World,216.614802406454,984.889493985472
"1350","3826","61999682",Hypnelus bicinctus,"1","1","1","Ridgely, 2002; Hilty, 2003; Hilty & Brown, 1986","Rob Martin (BirdLife International), NatureServe, 2002","2016","0",, , ,"0","2022.1",2014,BirdLife International and Handbook of the Birds of the World,52.9301595074296,47.183970979684
"1352","3830","22726489",Hylatomus lineatus,"1","1","1","Ridgley, 2003, del Hoyo et al 2001, Winkler et al 1995; Ridgely, 2002","WWF-US, 2000; NatureServe, 2002","2016","0",, , ,"0","2022.1",2012,BirdLife International and Handbook of the Birds of the World,540.809907857668,1147.11688549046
"1353","3832","61999582",Hypnelus ruficollis,"1","1","1","Ridgely, 2002","Rob Martin (BirdLife International), NatureServe, 2002","2016","0",, , ,"0","2022.1",2014,BirdLife International and Handbook of the Birds of the World,42.2062323050693,19.7398802619795
"1355","3834","22682980",Hylomanes momotula,"1","1","1","Howell and Webb, 1995; Zook, 2002; Kmar & Domínguez, 2001; Stevens, 2012","Rob Martin (BirdLife International), NatureServe, 2002","2020","0",, , ,"0","2022.1",2014,BirdLife International and Handbook of the Birds of the World,86.111844672392,29.0014090846112
"1356","3848","22695066",Ictinia mississippiensis,"1","1","4","Sibley, 2000; Howell and Webb, 1995; Stiles and Skutch, 1989; Ridgely and Gwynne, 1989; Zook, 2002; Ridgely, 2002;Sibley, 2000","NatureServe, 2002","2016","0",, , ,"0","2022.1",2006,BirdLife International and Handbook of the Birds of the World,312.889298411248,256.032532826284
"1357","3849","22695066",Ictinia mississippiensis,"1","1","3","Ridgely, 2002","NatureServe, 2002","2016","0",, , ,"0","2022.1",2006,BirdLife International and Handbook of the Birds of the World,39.0158027573529,88.7982636746715
"1358","3850","22695069",Ictinia plumbea,"1","1","4","Howell and Webb, 1995","NatureServe, 2002","2020","0",, , ,"0","2022.1",2002,BirdLife International and Handbook of the Birds of the World,31.3210730423032,6.08104648648499
"1359","3851","22695069",Ictinia plumbea,"1","1","2","Zook, 2002; eBird, 2013; van Perlo, 2009; Ferguson-Lees & Christie, 2001; Hennessey et al. 2003","Rob Martin (BirdLife International), NatureServe, 2002","2020","0",, , ,"0","2022.1",2013,BirdLife International and Handbook of the Birds of the World,211.562220495603,116.043288696257
"1360","3852","22695069",Ictinia plumbea,"1","1","1","Ridgely, 2002","Rob Martin (BirdLife International), NatureServe, 2002","2020","0",, , ,"0","2022.1",2013,BirdLife International and Handbook of the Birds of the World,310.766366190779,943.02623948583
"1361","3864","22697314",Ixobrychus exilis,"1","1","4","Howell and Webb, 1995","NatureServe, 2002","2016","0",, , ,"0","2022.1",2002,BirdLife International and Handbook of the Birds of the World,52.810213367936,86.3693279488287
"1363","3867","22697314",Ixobrychus exilis,"1","1","3","Howell and Webb, 1995","NatureServe, 2002","2016","0",, , ,"0","2022.1",2002,BirdLife International and Handbook of the Birds of the World,129.377578567732,76.7202137049567
"1364","3868","22730396",Pyriglena leuconota,"1","1","1","Ridgely, 2002; Olmos and Brito, 2007; Schulenberg et al, 2010; WikiAves","WWF-US, 2000; NatureServe, 2002; Hannah Wheatley (BirdLife International)","2016","0",, , ,"0","2022.1",2015,BirdLife International and Handbook of the Birds of the World,204.570023388701,164.252590026611
"1365","3869","22697314",Ixobrychus exilis,"1","1","1","Raffaele et al., 1998","NatureServe, 2002","2016","0",, , ,"0","2022.1",2002,BirdLife International and Handbook of the Birds of the World,11.9465989703368,2.76237283824076
"1366","3870","22697314",Ixobrychus exilis,"1","1","1","Raffaele et al., 1998","NatureServe, 2002","2016","0",, , ,"0","2022.1",2002,BirdLife International and Handbook of the Birds of the World,71.6718102391581,28.1163359558683
"1368","3872","22697314",Ixobrychus exilis,"1","1","1","Raffaele et al., 1998","NatureServe, 2002","2016","0",, , ,"0","2022.1",2002,BirdLife International and Handbook of the Birds of the World,413.775213983137,194.703057326224
"1369","3877","22697294",Ixobrychus involucris,"1","1","1","Ridgely, 2002","NatureServe, 2002","2016","0",, , ,"0","2022.1",2002,BirdLife International and Handbook of the Birds of the World,231.099570725932,220.473944956864
"1370","3878","22682224",Jacamerops aureus,"1","1","1","Ridgley, 2003; Restall, 2006; del Hoyo, 2004; Stiles and Skutch, 1989; Ridgely and Gwynne, 1989; Zook, 2002; Ridgely, 2002; Múnera-Roldán et al. 2007; Vallely et al. 2010","Rob Martin (BirdLife International), NatureServe, 2002","2020","0",, , ,"0","2022.1",2014,BirdLife International and Handbook of the Birds of the World,254.964188711645,469.360217391889
